\\ K2 Targets - Campaign 1,,,,,,,,,
\\ EPIC ID = K2 Ecliptic Plane Input Catalog ID,,,,,,,,,
\\ RA, Dec = Coordinates (J2000),,,,,,,,
\\ Mag_Kep = Kepler magnitude,,,,,,,,,
\\ Mag_Ks = Ks magnitude,,,,,,,,,
\\ Num_plan = Number of confirmed planets,,,,,,,,,
\\ Poss_pc = Possible planetary candidate,,,,,,,,,
\\ Num_spec = Number of spectroscopy observations,,,,,,,,,
\\ Num_img = Number of imaging observations,,,,,,,,,
\\ Last Mod = Last modified date,,,,,,,,,
EPIC ID,RA,Dec,Mag_Kep,Mag_Ks,Num_plan,Poss_pc,Num_spec,Num_img,Last Mod
201129856,45:38.1,-05:47:28.32,12.738,10.433,0,,0,0,12/19/16 12:00
201129879,43:24.6,-05:47:25.44,14.567,12.533,0,,0,0,12/19/16 12:00
201129911,46:39.7,-05:47:22.1,14.561,12.587,0,,0,0,12/19/16 12:00
201129933,46:06.5,-05:47:20.55,14.249,12.173,0,,0,0,12/19/16 12:00
201129992,43:55.5,-05:47:15.1,15.521,12.569,0,,0,0,12/19/16 12:00
201130184,47:00.1,-05:46:58.66,12.539,9.979,0,,0,0,12/19/16 12:00
201130377,42:08.1,-05:46:40.42,17.79,14.392,0,,0,0,12/19/16 12:00
201130890,45:33.7,-05:45:52.28,15.722,12.462,0,,0,0,12/19/16 12:00
201130940,46:17.3,-05:45:47.98,15.421,12.45,0,,0,0,12/19/16 12:00
201131062,41:29.8,-05:45:38.49,16.423,13.206,0,,0,0,12/19/16 12:00
201131066,42:03.2,-05:45:38.22,17.742,14.517,0,,0,0,12/19/16 12:00
201131171,41:35.0,-05:45:29.36,15.036,12.056,0,,0,0,12/19/16 12:00
201131303,46:41.1,-05:45:16.77,14.748,11.892,0,,0,0,12/19/16 12:00
201131337,42:39.4,-05:45:13.67,17.252,15.42,0,,0,0,12/19/16 12:00
201131339,43:14.3,-05:45:13.59,15.037,12.516,0,,0,0,12/19/16 12:00
201131749,41:55.2,-05:44:37.45,11.271,8.986,0,,0,0,12/19/16 12:00
201131793,44:59.4,-05:44:33.7,15.146,11.906,0,,0,0,12/19/16 12:00
201131821,41:26.1,-05:44:31.63,16.475,13.283,0,,0,0,12/19/16 12:00
201131882,46:19.2,-05:44:27.19,14.13,11.926,0,,0,0,12/19/16 12:00
201131954,41:56.5,-05:44:21.91,17.263,14.976,0,,0,0,12/19/16 12:00
201132121,43:42.3,-05:44:07.68,12.223,9.672,0,,0,0,12/19/16 12:00
201132212,44:42.0,-05:44:00.58,16.399,13.248,0,,0,0,12/19/16 12:00
201132377,47:07.5,-05:43:46.22,16.62,13.903,0,,0,0,12/19/16 12:00
201132518,41:38.2,-05:43:34.83,13.398,10.809,0,,0,0,12/19/16 12:00
201132630,43:51.1,-05:43:24.72,17.027,14.288,0,,0,0,12/19/16 12:00
201132732,46:54.8,-05:43:14.06,16.772,14.282,0,,0,0,12/19/16 12:00
201132737,42:29.9,-05:43:13.82,10.949,9.811,0,,0,0,12/19/16 12:00
201132839,39:48.5,-05:43:04.55,12.897,10.677,0,,0,0,12/19/16 12:00
201132973,45:19.4,-05:42:52.41,17.182,14.365,0,,0,0,12/19/16 12:00
201133037,43:42.2,-05:42:47.35,13.762,11.872,0,,0,0,12/19/16 12:00
201133059,42:47.5,-05:42:45.85,15.805,12.687,0,,0,0,12/19/16 12:00
201133060,45:09.5,-05:42:45.76,15.591,12.313,0,,0,0,12/19/16 12:00
201133097,45:02.6,-05:42:41.86,14.474,12.338,0,,0,0,12/19/16 12:00
201133147,41:55.4,-05:42:38,13.505,11.291,0,,0,0,12/19/16 12:00
201133233,43:05.6,-05:42:31.77,11.669,9.425,0,,0,0,12/19/16 12:00
201133444,46:13.0,-05:42:13.84,14.43,12.002,0,,0,0,12/19/16 12:00
201133490,40:04.2,-05:42:09.8,17.552,14.109,0,,0,0,12/19/16 12:00
201133538,42:46.1,-05:42:05.9,15.29,12.551,0,,0,0,12/19/16 12:00
201133580,43:54.2,-05:42:02.02,14.028,12.021,0,,0,0,12/19/16 12:00
201133772,11:40:13,-05:41:45.34,16.972,14.71,0,,0,0,12/19/16 12:00
201133841,44:34.9,-05:41:39.7,16.659,13.504,0,,0,0,12/19/16 12:00
201133900,45:31.8,-05:41:34.28,15.612,12.472,0,,0,0,12/19/16 12:00
201133946,41:55.7,-05:41:30.48,16.393,13.496,0,,0,0,12/19/16 12:00
201134157,44:22.5,-05:41:10.84,12.991,10.922,0,,0,0,12/19/16 12:00
201134185,43:15.3,-05:41:08.42,13.584,11.788,0,,0,0,12/19/16 12:00
201134214,44:11.7,-05:41:05.52,15.669,12.46,0,,0,0,12/19/16 12:00
201134386,39:50.8,-05:40:48.24,17.46,14.717,0,,0,0,12/19/16 12:00
201134601,45:32.9,-05:40:28.43,17.099,14.307,0,,0,0,12/19/16 12:00
201134711,45:57.8,-05:40:18.8,13.936,10.433,0,,0,0,12/19/16 12:00
201134718,44:36.7,-05:40:18.2,13.534,10.293,0,,0,0,12/19/16 12:00
201134797,46:53.7,-05:40:11.62,13.505,11.396,0,,0,0,12/19/16 12:00
201134862,38:46.7,-05:40:04.99,17.443,13.605,0,,0,0,12/19/16 12:00
201134999,39:21.3,-05:39:52.29,13.963,11.879,0,,0,0,12/19/16 12:00
201135168,42:48.4,-05:39:36.22,16.254,14.327,0,,0,0,12/19/16 12:00
201135278,43:45.9,-05:39:24.27,16.115,13.635,0,,0,0,12/19/16 12:00
201135311,40:24.3,-05:39:21.15,13.298,10.987,0,,0,0,12/19/16 12:00
201135380,42:18.9,-05:39:14.18,16.642,13.916,0,,0,0,12/19/16 12:00
201135396,47:01.7,-05:39:12.45,12.587,10.515,0,,0,0,12/19/16 12:00
201135499,45:40.4,-05:39:02.67,17.127,14.369,0,,0,0,12/19/16 12:00
201135594,43:39.1,-05:38:54.22,16.777,14.142,0,,0,0,12/19/16 12:00
201135629,40:48.3,-05:38:52.08,13.902,11.952,0,,0,0,12/19/16 12:00
201135763,43:58.5,-05:38:40.48,17.294,14.262,0,,0,0,12/19/16 12:00
201135807,43:58.7,-05:38:35.34,16.67,13.633,0,,0,0,12/19/16 12:00
201135864,42:07.4,-05:38:29.76,13.086,10.412,0,,0,0,12/19/16 12:00
201135941,41:00.4,-05:38:22.52,15.707,12.868,0,,0,0,12/19/16 12:00
201135995,43:02.0,-05:38:17.56,15.239,12.488,0,,0,0,12/19/16 12:00
201136194,42:30.5,-05:37:58.07,9.716,6.892,0,,0,0,12/19/16 12:00
201136242,46:30.8,-05:37:54.53,16.519,13.034,0,,0,0,12/19/16 12:00
201136267,11:47:31,-05:37:51.77,15.145,12.445,0,,0,0,12/19/16 12:00
201136290,42:58.4,-05:37:49.57,17.633,14.829,0,,0,0,12/19/16 12:00
201136343,40:21.0,-05:37:44.37,16.264,13.525,0,,0,0,12/19/16 12:00
201136404,46:13.1,-05:37:39.21,15.653,12.496,0,,0,0,12/19/16 12:00
201136593,43:24.1,-05:37:22.68,16.812,13.997,0,,0,0,12/19/16 12:00
201136594,37:59.1,-05:37:22.67,14.23,,0,,0,0,12/19/16 12:00
201136622,39:22.5,-05:37:20.68,12.884,10.893,0,,0,0,12/19/16 12:00
201136726,46:07.6,-05:37:09.55,18.343,15.943,0,,0,0,12/19/16 12:00
201136826,44:26.1,-05:37:00.94,17.995,15.656,0,,0,0,12/19/16 12:00
201136920,45:44.7,-05:36:53.26,16.456,13.798,0,,0,0,12/19/16 12:00
201137130,43:45.2,-05:36:34.55,16.365,13.923,0,,0,0,12/19/16 12:00
201137309,42:48.5,-05:36:20.41,15.8,13.087,0,,0,0,12/19/16 12:00
201137334,39:22.3,-05:36:18.45,15.485,12.899,0,,0,0,12/19/16 12:00
201137359,47:23.9,-05:36:15.99,15.212,11.988,0,,0,0,12/19/16 12:00
201137361,46:28.7,-05:36:15.74,16.381,13.524,0,,0,0,12/19/16 12:00
201137369,39:00.6,-05:36:15.14,14.203,11.923,0,,0,0,12/19/16 12:00
201137508,42:11.2,-05:36:03.11,13.742,10.505,0,,0,0,12/19/16 12:00
201137589,45:02.4,-05:35:55.1,16.6,13.59,0,,0,0,12/19/16 12:00
201137600,41:51.8,-05:35:53.68,14.142,11.775,0,,0,0,12/19/16 12:00
201137807,41:46.5,-05:35:33.67,18.244,15.109,0,,0,0,12/19/16 12:00
201137859,46:27.4,-05:35:28.17,16.349,13.806,0,,0,0,12/19/16 12:00
201138049,42:55.0,-05:35:14.02,11.823,9.233,0,,0,0,12/19/16 12:00
201138070,38:09.6,-05:35:12.15,19.141,15.236,0,,0,0,12/19/16 12:00
201138368,38:36.8,-05:34:44.82,18.44,14.885,0,,0,0,12/19/16 12:00
201138463,45:20.3,-05:34:36.49,14.475,11.413,0,,0,0,12/19/16 12:00
201138512,44:31.8,-05:34:31.62,17.724,14.412,0,,0,0,12/19/16 12:00
201138561,42:56.1,-05:34:27,13.74,10.889,0,,0,0,12/19/16 12:00
201138638,39:09.1,-05:34:19.74,13.575,11.387,0,,0,0,12/19/16 12:00
201138736,39:01.7,-05:34:11.58,12.384,9.937,0,,0,0,12/19/16 12:00
201138849,46:13.1,-05:34:02.45,14.863,12.287,0,,0,0,12/19/16 12:00
201139059,44:01.6,-05:33:44.18,17.195,14.412,0,,0,0,12/19/16 12:00
201139106,45:50.1,-05:33:39.83,16.245,13.998,0,,0,0,12/19/16 12:00
201139187,42:45.4,-05:33:33.49,13.765,10.781,0,,0,0,12/19/16 12:00
201139325,43:50.7,-05:33:22.04,16.103,12.898,0,,0,0,12/19/16 12:00
201139500,38:04.9,-05:33:05.04,14.992,12.726,0,,0,0,12/19/16 12:00
201139607,40:31.7,-05:32:55.58,14.628,11.729,0,,0,0,12/19/16 12:00
201139757,40:58.2,-05:32:41.54,14.564,11.641,0,,0,0,12/19/16 12:00
201140042,37:57.1,-05:32:15.26,18.06,14.031,0,,0,0,12/19/16 12:00
201140083,44:36.3,-05:32:11.16,10.92,9.611,0,,0,0,12/19/16 12:00
201140091,41:44.4,-05:32:10.49,17.606,14.696,0,,0,0,12/19/16 12:00
201140274,38:29.4,-05:31:55.1,15.994,13.981,0,,0,0,12/19/16 12:00
201140377,43:02.0,-05:31:45.94,16.963,14.214,0,,0,0,12/19/16 12:00
201140406,40:31.1,-05:31:42.07,14.992,11.988,0,,0,0,12/19/16 12:00
201140433,41:08.4,-05:31:39.6,16.1,13.408,0,,0,0,12/19/16 12:00
201140550,46:45.4,-05:31:29,13.684,11.792,0,,0,0,12/19/16 12:00
201140566,38:37.6,-05:31:28.1,18.462,14.106,0,,0,0,12/19/16 12:00
201140586,45:03.8,-05:31:26.54,17.831,14.688,0,,0,0,12/19/16 12:00
201140663,39:34.1,-05:31:21,12.084,10.829,0,,0,0,12/19/16 12:00
201140673,43:25.2,-05:31:19.6,18.018,15.568,0,,0,0,12/19/16 12:00
201140757,35:50.2,-05:31:12.76,12.134,9.804,0,,0,0,12/19/16 12:00
201140768,42:30.5,-05:31:11.56,14.857,12.774,0,,0,0,12/19/16 12:00
201140819,45:28.1,-05:31:06.93,17.384,14.813,0,,0,0,12/19/16 12:00
201140828,39:43.5,-05:31:06.46,17.948,15.436,0,,0,0,12/19/16 12:00
201140964,35:30.9,-05:30:53.97,15.969,12.963,0,,0,0,12/19/16 12:00
201140975,47:06.2,-05:30:53.48,15.169,11.886,0,,0,0,12/19/16 12:00
201141091,42:20.3,-05:30:43.84,16.82,14.142,0,,0,0,12/19/16 12:00
201141142,38:23.9,-05:30:40,14.314,12.073,0,,0,0,12/19/16 12:00
201141237,40:59.6,-05:30:32.25,14.376,12.434,0,,0,0,12/19/16 12:00
201141265,38:06.9,-05:30:30.59,15.766,12.578,0,,0,0,12/19/16 12:00
201141572,40:12.1,-05:30:03.65,14.369,12.528,0,,0,0,12/19/16 12:00
201141655,44:03.2,-05:29:55.18,16.721,14.184,0,,0,0,12/19/16 12:00
201141799,38:34.2,-05:29:42.68,15.9,13.306,0,,0,0,12/19/16 12:00
201141876,34:25.9,-05:29:35.4,17.106,14.52,0,,0,0,12/19/16 12:00
201142023,35:03.5,-05:29:21.57,11.94,10.828,0,,0,0,12/19/16 12:00
201142056,47:27.9,-05:29:18.36,17.99,15.538,0,,0,0,12/19/16 12:00
201142064,44:39.7,-05:29:17.71,13.258,10.615,0,,0,0,12/19/16 12:00
201142088,38:17.2,-05:29:16.18,14.244,11.715,0,,0,0,12/19/16 12:00
201142127,35:33.8,-05:29:13.29,14.629,12.578,0,,0,0,12/19/16 12:00
201142128,46:01.9,-05:29:13.22,16.965,13.744,0,,0,0,12/19/16 12:00
201142176,39:36.0,-05:29:08.62,13.094,10.938,0,,0,0,12/19/16 12:00
201142430,44:58.0,-05:28:47.34,15.883,12.578,0,,0,0,12/19/16 12:00
201142448,43:33.4,-05:28:46.22,13.183,11.166,0,,0,0,12/19/16 12:00
201142477,38:19.1,-05:28:43,12.785,10.444,0,,0,0,12/19/16 12:00
201142481,44:10.5,-05:28:42.71,15.418,12.218,0,,0,0,12/19/16 12:00
201142781,38:01.8,-05:28:12.56,12.872,10.835,0,,0,0,12/19/16 12:00
201142802,43:17.7,-05:28:11.32,16.832,14.168,0,,0,0,12/19/16 12:00
201143076,45:45.6,-05:27:45.63,17.206,14.426,0,,0,0,12/19/16 12:00
201143107,45:50.0,-05:27:43.04,16.173,13.49,0,,0,0,12/19/16 12:00
201143183,46:30.7,-05:27:36.39,17.21,14.08,0,,0,0,12/19/16 12:00
201143243,47:31.8,-05:27:31.32,9.81,8.426,0,,0,0,12/19/16 12:00
201143248,41:03.9,-05:27:30.97,15.155,12.033,0,,0,0,12/19/16 12:00
201143426,42:22.1,-05:27:14.99,15.497,12.495,0,,0,0,12/19/16 12:00
201143595,38:03.3,-05:26:59.18,16.245,14,0,,0,0,12/19/16 12:00
201143664,47:16.1,-05:26:51.8,15.482,12.353,0,,0,0,12/19/16 12:00
201143872,46:07.0,-05:26:34.57,17.76,15.077,0,,0,0,12/19/16 12:00
201143916,46:18.1,-05:26:31.44,17.921,15.527,0,,0,0,12/19/16 12:00
201144157,38:41.0,-05:26:10.64,14.949,12.546,0,,0,0,12/19/16 12:00
201144253,46:10.4,-05:26:01,14.305,12.519,0,,0,0,12/19/16 12:00
201144347,11:42:32,-05:25:51.41,13.087,11.012,0,,0,0,12/19/16 12:00
201144407,39:27.5,-05:25:45.07,12.421,9.423,0,,0,0,12/19/16 12:00
201144538,40:48.5,-05:25:33.1,16.996,13.506,0,,0,0,12/19/16 12:00
201144607,46:25.3,-05:25:27.38,12.626,10.743,0,,0,0,12/19/16 12:00
201144619,47:06.5,-05:25:26.28,17.574,14.787,0,,0,0,12/19/16 12:00
201144622,44:58.3,-05:25:26.17,15.74,12.461,0,,0,0,12/19/16 12:00
201144854,40:23.6,-05:25:03.95,17.707,15.6,0,,0,0,12/19/16 12:00
201145202,34:13.4,-05:24:31.99,14.46,12.603,0,,0,0,12/19/16 12:00
201145205,47:17.6,-05:24:31.68,16.413,13.086,0,,0,0,12/19/16 12:00
201145209,35:31.9,-05:24:31.34,17.22,,0,,0,0,12/19/16 12:00
201145292,46:37.2,-05:24:25.56,17.138,13.628,0,,0,0,12/19/16 12:00
201145370,38:12.5,-05:24:18.82,15.989,13.009,0,,0,0,12/19/16 12:00
201145424,40:53.1,-05:24:15.24,16.612,14.055,0,,0,0,12/19/16 12:00
201145426,40:08.7,-05:24:15.15,14.868,12.126,0,,0,0,12/19/16 12:00
201145502,34:03.9,-05:24:08.8,15.2,12.328,0,,0,0,12/19/16 12:00
201145519,35:32.3,-05:24:07.66,17.463,14.803,0,,0,0,12/19/16 12:00
201145566,40:47.9,-05:24:04.33,13.887,11.884,0,,0,0,12/19/16 12:00
201145573,43:54.4,-05:24:03.85,14.197,12.278,0,,0,0,12/19/16 12:00
201145596,46:53.8,-05:24:01.3,14.474,11.825,0,,0,0,12/19/16 12:00
201145621,40:41.1,-05:23:57.19,14.862,12.345,0,,0,0,12/19/16 12:00
201145635,43:51.5,-05:23:55,16.862,14.246,0,,0,0,12/19/16 12:00
201145715,43:07.6,-05:23:48.38,13.459,11.184,0,,0,0,12/19/16 12:00
201145757,40:02.4,-05:23:45.58,16.387,13.495,0,,0,0,12/19/16 12:00
201145772,40:33.6,-05:23:44.98,14.817,12.4,0,,0,0,12/19/16 12:00
201145975,40:08.1,-05:23:26.5,16.328,13.554,0,,0,0,12/19/16 12:00
201146022,40:33.0,-05:23:22.6,9.956,8.97,0,,0,0,12/19/16 12:00
201146047,40:03.2,-05:23:21.15,13.517,11.036,0,,0,0,12/19/16 12:00
201146072,39:38.8,-05:23:19.34,15.03,12.588,0,,0,0,12/19/16 12:00
201146078,34:48.2,-05:23:18.6,14.324,12.55,0,,0,0,12/19/16 12:00
201146100,38:07.9,-05:23:16.7,16.194,13.972,0,,0,0,12/19/16 12:00
201146106,44:55.4,-05:23:16.33,15.247,11.463,0,,0,0,12/19/16 12:00
201146122,42:09.7,-05:23:15,14.357,12.218,0,,0,0,12/19/16 12:00
201146153,42:39.3,-05:23:13.1,12.507,10.62,0,,0,0,12/19/16 12:00
201146276,43:32.8,-05:23:01.77,16.708,13.578,0,,0,0,12/19/16 12:00
201146327,39:12.7,-05:22:57.46,11.409,9.556,0,,0,0,12/19/16 12:00
201146397,40:08.1,-05:22:50.88,14.741,12.678,0,,0,0,12/19/16 12:00
201146408,38:08.0,-05:22:49.95,19.762,,0,,0,0,12/19/16 12:00
201146411,35:35.7,-05:22:49.42,15.736,14.521,0,,0,0,12/19/16 12:00
201146462,34:24.9,-05:22:45.03,16.961,14.396,0,,0,0,12/19/16 12:00
201146489,33:43.7,-05:22:43.45,13.216,11.134,0,,0,0,12/19/16 12:00
201146616,39:19.0,-05:22:33.26,16.881,13.994,0,,0,0,12/19/16 12:00
201146635,45:58.7,-05:22:31.88,17.033,14.353,0,,0,0,12/19/16 12:00
201146751,40:57.9,-05:22:21.27,14.161,12.015,0,,0,0,12/19/16 12:00
201146779,34:34.0,-05:22:19.1,16.623,14.502,0,,0,0,12/19/16 12:00
201146803,35:36.2,-05:22:16.92,13.492,11.297,0,,0,0,12/19/16 12:00
201146821,35:33.9,-05:22:15.09,17.566,15.6,0,,0,0,12/19/16 12:00
201146961,31:36.6,-05:22:03.77,12.983,10.994,0,,0,0,12/19/16 12:00
201147012,32:14.0,-05:21:58.87,15.076,12.114,0,,0,0,12/19/16 12:00
201147037,33:24.2,-05:21:56.47,14.54,11.334,0,,0,0,12/19/16 12:00
201147066,11:44:03,-05:21:54.51,16.723,13.9,0,,0,0,12/19/16 12:00
201147085,35:36.6,-05:21:52.53,14.519,11.397,0,,0,0,12/19/16 12:00
201147132,39:07.0,-05:21:48.74,12.382,10.689,0,,0,0,12/19/16 12:00
201147133,31:20.3,-05:21:48.61,17.4,13.966,0,,0,0,12/19/16 12:00
201147180,47:29.9,-05:21:44.51,10.731,8.655,0,,0,0,12/19/16 12:00
201147321,41:16.4,-05:21:32.16,14.815,11.958,0,,0,0,12/19/16 12:00
201147381,11:44:35,-05:21:26.66,17.325,13.888,0,,0,0,12/19/16 12:00
201147434,45:26.3,-05:21:21.03,14.466,13.119,0,,0,0,12/19/16 12:00
201147492,38:59.4,-05:21:16.89,18.076,14.266,0,,0,0,12/19/16 12:00
201147512,34:44.1,-05:21:14.94,11.374,10.063,0,,0,0,12/19/16 12:00
201147711,46:21.1,-05:20:56.01,8.926,7.596,0,,0,0,12/19/16 12:00
201147752,43:48.3,-05:20:52.19,16.282,13.35,0,,0,0,12/19/16 12:00
201147804,34:03.4,-05:20:47.74,11.751,9.598,0,,0,0,12/19/16 12:00
201148030,46:23.7,-05:20:26.88,15.865,12.685,0,,0,0,12/19/16 12:00
201148055,30:35.2,-05:20:25.4,14.748,13.455,0,,0,0,12/19/16 12:00
201148067,43:45.9,-05:20:24.43,15.649,12.656,0,,0,0,12/19/16 12:00
201148083,45:18.0,-05:20:23.26,16.065,14.67,0,,0,0,12/19/16 12:00
201148099,47:06.7,-05:20:21.65,16.838,14.193,0,,0,0,12/19/16 12:00
201148176,34:57.1,-05:20:15.05,14.301,11.102,0,,0,0,12/19/16 12:00
201148231,42:55.9,-05:20:09.82,14.217,12.372,0,,0,0,12/19/16 12:00
201148252,35:36.3,-05:20:07.59,13.592,11.315,0,,0,0,12/19/16 12:00
201148324,35:06.3,-05:20:01.05,16.066,13.482,0,,0,0,12/19/16 12:00
201148549,11:38:01,-05:19:41.25,15.598,12.936,0,,0,0,12/19/16 12:00
201148577,31:28.9,-05:19:39.44,16.674,14.362,0,,0,0,12/19/16 12:00
201148594,32:38.5,-05:19:37.57,16.649,13.531,0,,0,0,12/19/16 12:00
201148598,42:25.7,-05:19:37.09,13.132,10.974,0,,0,0,12/19/16 12:00
201148702,32:18.8,-05:19:28.55,14.413,11.333,0,,0,0,12/19/16 12:00
201148705,33:41.8,-05:19:28.11,16.359,13.591,0,,0,0,12/19/16 12:00
201148768,35:11.4,-05:19:22.36,16.688,13.569,0,,0,0,12/19/16 12:00
201148819,43:36.8,-05:19:18.11,12.599,10.444,0,,0,0,12/19/16 12:00
201148900,30:04.0,-05:19:10.39,16.032,12.791,0,,0,0,12/19/16 12:00
201149102,39:47.6,-05:18:55.46,14.318,12.324,0,,0,0,12/19/16 12:00
201149246,32:58.5,-05:18:45.43,16.815,13.951,0,,0,0,12/19/16 12:00
201149315,34:47.5,-05:18:40.82,16.394,13.379,0,,0,0,12/19/16 12:00
201149321,38:32.3,-05:18:40.47,16.196,12.441,0,,0,0,12/19/16 12:00
201149362,39:25.0,-05:18:37.06,16.993,12.733,0,,0,0,12/19/16 12:00
201149394,46:13.7,-05:18:33.84,12.353,10.115,0,,0,0,12/19/16 12:00
201149416,34:04.3,-05:18:31.56,16.057,12.832,0,,0,0,12/19/16 12:00
201149420,43:39.3,-05:18:31.1,15.53,12.515,0,,0,0,12/19/16 12:00
201149449,42:12.6,-05:18:28.77,15.089,11.795,0,,0,0,12/19/16 12:00
201149456,34:35.1,-05:18:28.2,16.815,14.742,0,,0,0,12/19/16 12:00
201149639,33:02.7,-05:18:12.17,14.904,11.707,0,,0,0,12/19/16 12:00
201149731,31:05.1,-05:18:05.03,15.266,12.763,0,,0,0,12/19/16 12:00
201149741,42:26.5,-05:18:03.76,15.413,12.104,0,,0,0,12/19/16 12:00
201149749,32:03.0,-05:18:02.82,15.641,14.105,0,,0,0,12/19/16 12:00
201149791,32:35.2,-05:17:59.27,14.269,12.327,0,,0,0,12/19/16 12:00
201149963,34:35.8,-05:17:44.01,16.803,12.586,0,,0,0,12/19/16 12:00
201149979,30:44.4,-05:17:42.44,15.798,12.831,0,,0,0,12/19/16 12:00
201150029,42:12.3,-05:17:38.93,17.318,14.347,0,,0,0,12/19/16 12:00
201150074,39:25.8,-05:17:35.84,15.018,12.736,0,,0,0,12/19/16 12:00
201150103,33:12.4,-05:17:33.24,11.91,9.832,0,,0,0,12/19/16 12:00
201150117,40:50.6,-05:17:32.23,16.45,13.589,0,,0,0,12/19/16 12:00
201150168,34:52.6,-05:17:28.31,17.457,15.508,0,,0,0,12/19/16 12:00
201150171,40:50.5,-05:17:28.13,17.052,14.619,0,,0,0,12/19/16 12:00
201150241,29:25.4,-05:17:21.73,14.403,11.991,0,,0,0,12/19/16 12:00
201150269,40:13.8,-05:17:20.23,15.897,12.446,0,,0,0,12/19/16 12:00
201150341,42:57.8,-05:17:13.99,15.078,14.766,0,,0,0,12/19/16 12:00
201150403,29:08.6,-05:17:08.58,14.356,11.887,0,,0,0,12/19/16 12:00
201150433,32:43.6,-05:17:06.41,14.112,12.246,0,,0,0,12/19/16 12:00
201150492,40:13.7,-05:17:01.47,16.811,14.283,0,,0,0,12/19/16 12:00
201150515,29:16.4,-05:16:59.93,16.914,15.065,0,,0,0,12/19/16 12:00
201150552,32:54.0,-05:16:57.9,9.225,6.878,0,,0,0,12/19/16 12:00
201150635,46:43.5,-05:16:51.54,16.833,13.827,0,,0,0,12/19/16 12:00
201150637,34:02.7,-05:16:51.21,11.818,9.939,0,,0,0,12/19/16 12:00
201150679,42:38.6,-05:16:46.92,16.061,13.16,0,,0,0,12/19/16 12:00
201150706,33:22.7,-05:16:44.17,10.995,9.643,0,,0,0,12/19/16 12:00
